type,code,name,ISIN,start,market,group,CFI
上市認購(售)權證,033309,上証2X富邦88購01,TW18Z0333096,2018/12/18,上市,,RWBCCA
上市認購(售)權證,033310,光磊富邦87購01,TW18Z0333104,2018/12/18,上市,,RWSCCA
上市認購(售)權證,033311,京元電第一86購01,TW18Z0333112,2018/12/19,上市,,RWSCCA
上市認購(售)權證,033312,台灣50中信88購04,TW18Z0333120,2018/12/19,上市,,RWBCCE
上市認購(售)權證,033313,華邦電中信86購01,TW18Z0333138,2018/12/19,上市,,RWSCCE
上市認購(售)權證,033314,元油2X群益86購03,TW18Z0333146,2018/12/19,上市,,RWBCCA
上市認購(售)權證,033315,旺宏群益86購01,TW18Z0333153,2018/12/19,上市,,RWSCCA
上市認購(售)權證,033316,智易群益88購03,TW18Z0333161,2018/12/19,上市,,RWSCCA
上市認購(售)權證,033317,貿聯群益86購02,TW18Z0333179,2018/12/19,上市,,RWSCCA
上市認購(售)權證,033318,瑞儀群益86購02,TW18Z0333187,2018/12/19,上市,,RWSCCA
上市認購(售)權證,033319,高鐵兆豐87購01,TW18Z0333195,2018/12/19,上市,,RWSCCA
上市認購(售)權證,033320,禾伸堂兆豐86購01,TW18Z0333203,2018/12/19,上市,,RWSCCA
上市認購(售)權證,033321,嘉澤兆豐87購01,TW18Z0333211,2018/12/19,上市,,RWSCCA
上市認購(售)權證,033322,台灣50國票86購03,TW18Z0333229,2018/12/19,上市,,RWBCCA
上市認購(售)權證,033323,華通國票87購01,TW18Z0333237,2018/12/19,上市,,RWSCCA
上市認購(售)權證,033324,台灣50凱基89購04,TW18Z0333245,2018/12/19,上市,,RWBCCA
上市認購(售)權證,033325,華新科凱基86購04,TW18Z0333252,2018/12/19,上市,,RWSCCA
上市認購(售)權證,033326,華新科凱基86購05,TW18Z0333260,2018/12/19,上市,,RWSCCA
上市認購(售)權證,033327,華新科凱基86購06,TW18Z0333278,2018/12/19,上市,,RWSCCA
上市認購(售)權證,033328,華新科凱基86購07,TW18Z0333286,2018/12/19,上市,,RWSCCA
上市認購(售)權證,033329,華新科凱基86購08,TW18Z0333294,2018/12/19,上市,,RWSCCA
上市認購(售)權證,033330,華新科凱基86購09,TW18Z0333302,2018/12/19,上市,,RWSCCA
上市認購(售)權證,033331,國泰金凱基88購01,TW18Z0333310,2018/12/19,上市,,RWSCCA
上市認購(售)權證,033332,中磊凱基88購01,TW18Z0333328,2018/12/19,上市,,RWSCCA
上市認購(售)權證,033333,易華電凱基88購01,TW18Z0333336,2018/12/19,上市,,RWSCCA
上市認購(售)權證,033334,達方凱基86購02,TW18Z0333344,2018/12/19,上市,,RWSCCA
上市認購(售)權證,033335,上証2X元大86購04,TW18Z0333351,2018/12/19,上市,,RWBCCA
上市認購(售)權證,033336,元石油元大86購02,TW18Z0333369,2018/12/19,上市,,RWBCCA
上市認購(售)權證,033337,亞德客元大86購03,TW18Z0333377,2018/12/19,上市,,RWSCCA
上市認購(售)權證,033338,東聯元大86購01,TW18Z0333385,2018/12/19,上市,,RWSCCA
上市認購(售)權證,033339,新光鋼元大87購02,TW18Z0333393,2018/12/19,上市,,RWSCCA
上市認購(售)權證,033340,上銀元大87購01,TW18Z0333401,2018/12/19,上市,,RWSCCA
上市認購(售)權證,033341,大同元大86購02,TW18Z0333419,2018/12/19,上市,,RWSCCA
上市認購(售)權證,033342,大同元大87購02,TW18Z0333427,2018/12/19,上市,,RWSCCA
上市認購(售)權證,033343,晶電元大87購03,TW18Z0333435,2018/12/19,上市,,RWSCCA
上市認購(售)權證,033344,京元電元大86購02,TW18Z0333443,2018/12/19,上市,,RWSCCA
上市認購(售)權證,033345,義隆元大87購01,TW18Z0333450,2018/12/19,上市,,RWSCCA
上市認購(售)權證,033346,強茂元大87購02,TW18Z0333468,2018/12/19,上市,,RWSCCA
上市認購(售)權證,033347,國泰金元大86購01,TW18Z0333476,2018/12/19,上市,,RWSCCA
上市認購(售)權證,033348,嘉晶元大89購02,TW18Z0333484,2018/12/19,上市,,RWSCCA
上市認購(售)權證,033349,創意元大87購04,TW18Z0333492,2018/12/19,上市,,RWSCCA
上市認購(售)權證,033350,台郡元大89購01,TW18Z0333500,2018/12/19,上市,,RWSCCA
上市認購(售)權證,033351,GIS元大88購01,TW18Z0333518,2018/12/19,上市,,RWSCCA
上市認購(售)權證,033352,國巨永豐86購03,TW18Z0333526,2018/12/19,上市,,RWSCCA
上市認購(售)權證,033353,台積電永豐86購01,TW18Z0333534,2018/12/19,上市,,RWSCCA
上市認購(售)權證,033354,盛群永豐86購01,TW18Z0333542,2018/12/19,上市,,RWSCCA
上市認購(售)權證,033355,臺股指永豐86購01,TW18Z0333559,2018/12/19,上市,,RWICCE
上市認購(售)權證,033356,義隆台新87購01,TW18Z0333567,2018/12/19,上市,,RWSCCE
上市認購(售)權證,033357,國巨統一88購05,TW18Z0333575,2018/12/19,上市,,RWSCCA
上市認購(售)權證,033358,台積電統一89購02,TW18Z0333583,2018/12/19,上市,,RWSCCA
上市認購(售)權證,033359,京元電統一89購01,TW18Z0333591,2018/12/19,上市,,RWSCCA
上市認購(售)權證,033360,中磊統一88購01,TW18Z0333609,2018/12/19,上市,,RWSCCA
上市認購(售)權證,033361,嘉聯益元富86購01,TW18Z0333617,2018/12/19,上市,,RWSCCA
上市認購(售)權證,033362,矽創康和86購01,TW18Z0333625,2018/12/19,上市,,RWSCCA
上市認購(售)權證,033363,台泥富邦87購01,TW18Z0333633,2018/12/19,上市,,RWSCCA
上市認購(售)權證,033364,亞泥富邦87購01,TW18Z0333641,2018/12/19,上市,,RWSCCA
上市認購(售)權證,033365,上銀富邦87購02,TW18Z0333658,2018/12/19,上市,,RWSCCA
上市認購(售)權證,033366,旺宏富邦87購02,TW18Z0333666,2018/12/19,上市,,RWSCCA
上市認購(售)權證,033367,亞光富邦86購01,TW18Z0333674,2018/12/19,上市,,RWSCCA
上市認購(售)權證,033368,臻鼎富邦87購01,TW18Z0333682,2018/12/19,上市,,RWSCCA
上市認購(售)權證,033369,美律第一86購01,TW18Z0333690,2018/12/20,上市,,RWSCCA
上市認購(售)權證,033370,可成第一86購01,TW18Z0333708,2018/12/20,上市,,RWSCCA
上市認購(售)權證,033371,嘉晶第一86購01,TW18Z0333716,2018/12/20,上市,,RWSCCA
上市認購(售)權證,033372,國巨中信87購01,TW18Z0333724,2018/12/20,上市,,RWSCCE
上市認購(售)權證,033373,國泰金中信86購01,TW18Z0333732,2018/12/20,上市,,RWSCCE
上市認購(售)權證,033374,矽創中信88購01,TW18Z0333740,2018/12/20,上市,,RWSCCE
上市認購(售)權證,033375,臺股指中信86購07,TW18Z0333757,2018/12/20,上市,,RWICCE
上市認購(售)權證,033376,奇力新國泰86購01,TW18Z0333765,2018/12/20,上市,,RWSCCA
上市認購(售)權證,033377,臺股指永昌86購01,TW18Z0333773,2018/12/20,上市,,RWICCE
上市認購(售)權證,033378,臺股指永昌86購02,TW18Z0333781,2018/12/20,上市,,RWICCE
上市認購(售)權證,033379,嘉聯益永昌86購01,TW18Z0333799,2018/12/20,上市,,RWSCCE
上市認購(售)權證,033380,禾伸堂永昌87購01,TW18Z0333807,2018/12/20,上市,,RWSCCE
上市認購(售)權證,033381,為升永豐86購01,TW18Z0333815,2018/12/20,上市,,RWSCCA
上市認購(售)權證,033382,鴻海永豐86購01,TW18Z0333823,2018/12/20,上市,,RWSCCA
上市認購(售)權證,033383,大同永豐86購01,TW18Z0333831,2018/12/20,上市,,RWSCCA
上市認購(售)權證,033384,華新科永豐86購05,TW18Z0333849,2018/12/20,上市,,RWSCCA
上市認購(售)權證,033385,東森永豐86購01,TW18Z0333856,2018/12/20,上市,,RWSCCA
上市認購(售)權證,033386,康普永豐86購01,TW18Z0333864,2018/12/20,上市,,RWSCCA
上市認購(售)權證,033387,旺宏麥證86購01,TW18Z0333872,2018/12/20,上市,,RWSCCE
上市認購(售)權證,033388,玉晶光麥證86購01,TW18Z0333880,2018/12/20,上市,,RWSCCE
上市認購(售)權證,033389,貿聯麥證86購01,TW18Z0333898,2018/12/20,上市,,RWSCCE
上市認購(售)權證,033390,GIS麥證86購01,TW18Z0333906,2018/12/20,上市,,RWSCCE
上市認購(售)權證,033391,玉晶光兆豐87購02,TW18Z0333914,2018/12/20,上市,,RWSCCA
上市認購(售)權證,033392,貿聯兆豐87購02,TW18Z0333922,2018/12/20,上市,,RWSCCA
上市認購(售)權證,033393,GIS兆豐87購01,TW18Z0333930,2018/12/20,上市,,RWSCCA
上市認購(售)權證,033394,臺股指兆豐86購01,TW18Z0333948,2018/12/20,上市,,RWICCE
上市認購(售)權證,033395,元油2X國票86購05,TW18Z0333955,2018/12/20,上市,,RWBCCA
上市認購(售)權證,033396,京元電國票87購01,TW18Z0333963,2018/12/20,上市,,RWSCCA
上市認購(售)權證,033397,TPK國票87購02,TW18Z0333971,2018/12/20,上市,,RWSCCA
上市認購(售)權證,033398,達方國票87購01,TW18Z0333989,2018/12/20,上市,,RWSCCA
上市認購(售)權證,033399,華通元大87購01,TW18Z0333997,2018/12/20,上市,,RWSCCA
上市認購(售)權證,033400,鴻海元大87購03,TW18Z0334003,2018/12/20,上市,,RWSCCA
上市認購(售)權證,033401,美律元大87購04,TW18Z0334011,2018/12/20,上市,,RWSCCA
上市認購(售)權證,033402,可成元大87購03,TW18Z0334029,2018/12/20,上市,,RWSCCA
上市認購(售)權證,033403,可成元大87購04,TW18Z0334037,2018/12/20,上市,,RWSCCA
上市認購(售)權證,033404,大立光元大86購12,TW18Z0334045,2018/12/20,上市,,RWSCCA
上市認購(售)權證,033405,大立光元大87購14,TW18Z0334052,2018/12/20,上市,,RWSCCA
上市認購(售)權證,033406,嘉晶元大87購01,TW18Z0334060,2018/12/20,上市,,RWSCCA
上市認購(售)權證,033407,創意元大86購01,TW18Z0334078,2018/12/20,上市,,RWSCCA
上市認購(售)權證,033408,臻鼎元大87購02,TW18Z0334086,2018/12/20,上市,,RWSCCA
上市認購(售)權證,033409,晶電群益86購02,TW18Z0334094,2018/12/20,上市,,RWSCCA
上市認購(售)權證,033410,可成群益86購05,TW18Z0334102,2018/12/20,上市,,RWSCCA
上市認購(售)權證,033411,玉晶光群益86購04,TW18Z0334110,2018/12/20,上市,,RWSCCA
上市認購(售)權證,033412,臺股指群益86購01,TW18Z0334128,2018/12/20,上市,,RWICCE
上市認購(售)權證,033413,臺股指群益86購02,TW18Z0334136,2018/12/20,上市,,RWICCE
上市認購(售)權證,033414,臺股指群益86購03,TW18Z0334144,2018/12/20,上市,,RWICCE
上市認購(售)權證,033415,臺股指群益86購04,TW18Z0334151,2018/12/20,上市,,RWICCE
上市認購(售)權證,033416,臺股指群益86購05,TW18Z0334169,2018/12/20,上市,,RWICCE
上市認購(售)權證,033417,臺股指群益86購06,TW18Z0334177,2018/12/20,上市,,RWICCE
上市認購(售)權證,033418,臺股指群益86購07,TW18Z0334185,2018/12/20,上市,,RWICCE
上市認購(售)權證,033419,電子類群益86購01,TW18Z0334193,2018/12/20,上市,,RWICCE
上市認購(售)權證,033420,金融類群益86購01,TW18Z0334201,2018/12/20,上市,,RWICCE
上市認購(售)權證,033421,大同凱基86購02,TW18Z0334219,2018/12/20,上市,,RWSCCA
上市認購(售)權證,033422,大同凱基86購03,TW18Z0334227,2018/12/20,上市,,RWSCCA
上市認購(售)權證,033423,智原凱基86購01,TW18Z0334235,2018/12/20,上市,,RWSCCA
上市認購(售)權證,033424,敦泰凱基86購01,TW18Z0334243,2018/12/20,上市,,RWSCCA
上市認購(售)權證,033425,達方凱基86購03,TW18Z0334250,2018/12/20,上市,,RWSCCA
上市認購(售)權證,033426,臺股指凱基86購12,TW18Z0334268,2018/12/20,上市,,RWICCE
上市認購(售)權證,033427,臺股指凱基86購13,TW18Z0334276,2018/12/20,上市,,RWICCE
上市認購(售)權證,033428,臺股指凱基86購14,TW18Z0334284,2018/12/20,上市,,RWICCE
上市認購(售)權證,033429,臺股指凱基86購15,TW18Z0334292,2018/12/20,上市,,RWICCE
上市認購(售)權證,033430,臺股指凱基86購16,TW18Z0334300,2018/12/20,上市,,RWICCE
上市認購(售)權證,033431,T50反1統一88購02,TW18Z0334318,2018/12/20,上市,,RWBCCA
上市認購(售)權證,033432,全新統一89購01,TW18Z0334326,2018/12/20,上市,,RWSCCA
上市認購(售)權證,033433,嘉晶統一88購01,TW18Z0334334,2018/12/20,上市,,RWSCCA
上市認購(售)權證,033434,禾伸堂統一88購02,TW18Z0334342,2018/12/20,上市,,RWSCCA
上市認購(售)權證,033435,貿聯統一89購01,TW18Z0334359,2018/12/20,上市,,RWSCCA
上市認購(售)權證,033436,啟碁統一88購01,TW18Z0334367,2018/12/20,上市,,RWSCCA
上市認購(售)權證,033437,臺股指統一86購14,TW18Z0334375,2018/12/20,上市,,RWICCE
上市認購(售)權證,033438,全新元富87購01,TW18Z0334383,2018/12/20,上市,,RWSCCA
上市認購(售)權證,033439,禾伸堂元富86購01,TW18Z0334391,2018/12/20,上市,,RWSCCA
上市認購(售)權證,033440,大同康和86購02,TW18Z0334409,2018/12/20,上市,,RWSCCA
上市認購(售)權證,033441,禾伸堂康和86購01,TW18Z0334417,2018/12/20,上市,,RWSCCA
上市認購(售)權證,033442,深100富邦88購01,TW18Z0334425,2018/12/20,上市,,RWBCCA
上市認購(售)權證,033443,儒鴻富邦86購01,TW18Z0334433,2018/12/20,上市,,RWSCCA
上市認購(售)權證,033444,為升富邦86購01,TW18Z0334441,2018/12/20,上市,,RWSCCA
上市認購(售)權證,033445,友達富邦87購01,TW18Z0334458,2018/12/20,上市,,RWSCCA
上市認購(售)權證,033446,新光金富邦87購01,TW18Z0334466,2018/12/20,上市,,RWSCCA
上市認購(售)權證,033447,大立光富邦88購03,TW18Z0334474,2018/12/20,上市,,RWSCCA
上市認購(售)權證,033448,大立光富邦88購04,TW18Z0334482,2018/12/20,上市,,RWSCCA
上市認購(售)權證,033449,瀚宇博富邦86購01,TW18Z0334490,2018/12/20,上市,,RWSCCA
上市認購(售)權證,033450,臺股指富邦86購01,TW18Z0334508,2018/12/20,上市,,RWICCE
上市認購(售)權證,033451,臺股指富邦86購02,TW18Z0334516,2018/12/20,上市,,RWICCE
上市認購(售)權證,033452,臺股指富邦86購03,TW18Z0334524,2018/12/20,上市,,RWICCE
上市認購(售)權證,033453,旺宏中信89購01,TW18Z0334532,2018/12/21,上市,,RWSCCE
上市認購(售)權證,033454,美律中信86購01,TW18Z0334540,2018/12/21,上市,,RWSCCE
上市認購(售)權證,033455,中工中信86購02,TW18Z0334557,2018/12/21,上市,,RWSCCE
上市認購(售)權證,033456,玉晶光中信89購01,TW18Z0334565,2018/12/21,上市,,RWSCCE
上市認購(售)權證,033457,葡萄王第一86購01,TW18Z0334573,2018/12/21,上市,,RWSCCA
上市認購(售)權證,033458,嘉聯益第一86購01,TW18Z0334581,2018/12/21,上市,,RWSCCA
上市認購(售)權證,033459,光磊兆豐86購01,TW18Z0334599,2018/12/21,上市,,RWSCCA
上市認購(售)權證,033460,亞光兆豐87購01,TW18Z0334607,2018/12/21,上市,,RWSCCA
上市認購(售)權證,033461,台灣50永豐86購05,TW18Z0334615,2018/12/21,上市,,RWBCCA
上市認購(售)權證,033462,玉晶光永豐86購03,TW18Z0334623,2018/12/21,上市,,RWSCCA
上市認購(售)權證,033463,智邦宏遠86購01,TW18Z0334631,2018/12/21,上市,,RWSCCA
上市認購(售)權證,033464,台達電亞東86購01,TW18Z0334649,2018/12/21,上市,,RWSCCA
上市認購(售)權證,033465,華邦電亞東86購01,TW18Z0334656,2018/12/21,上市,,RWSCCA
上市認購(售)權證,033466,上証2X凱基86購14,TW18Z0334664,2018/12/21,上市,,RWBCCA
上市認購(售)權證,033467,鴻海凱基86購01,TW18Z0334672,2018/12/21,上市,,RWSCCA
上市認購(售)權證,033468,燿華凱基86購02,TW18Z0334680,2018/12/21,上市,,RWSCCA
上市認購(售)權證,033469,創意凱基86購03,TW18Z0334698,2018/12/21,上市,,RWSCCA
上市認購(售)權證,033470,康普凱基86購03,TW18Z0334706,2018/12/21,上市,,RWSCCA
上市認購(售)權證,033471,大同台新86購01,TW18Z0334714,2018/12/21,上市,,RWSCCE
上市認購(售)權證,033472,GIS麥證87購01,TW18Z0334722,2018/12/21,上市,,RWSCCE
上市認購(售)權證,033473,臺股指麥證86購01,TW18Z0334730,2018/12/21,上市,,RWICCE
上市認購(售)權證,033474,臺股指麥證86購02,TW18Z0334748,2018/12/21,上市,,RWICCE
上市認購(售)權證,033475,臺股指麥證86購03,TW18Z0334755,2018/12/21,上市,,RWICCE
上市認購(售)權證,033476,上証2X元大86購05,TW18Z0334763,2018/12/21,上市,,RWBCCA
上市認購(售)權證,033477,滬深2X元大86購01,TW18Z0334771,2018/12/21,上市,,RWBCCA
上市認購(售)權證,033478,台泥元大86購01,TW18Z0334789,2018/12/21,上市,,RWSCCA
上市認購(售)權證,033479,儒鴻元大87購05,TW18Z0334797,2018/12/21,上市,,RWSCCA
上市認購(售)權證,033480,新光金元大86購01,TW18Z0334805,2018/12/21,上市,,RWSCCA
上市認購(售)權證,033481,貿聯元大88購02,TW18Z0334813,2018/12/21,上市,,RWSCCA
上市認購(售)權證,033482,瑞儀元大87購01,TW18Z0334821,2018/12/21,上市,,RWSCCA
上市認購(售)權證,033483,T50反1群益86購01,TW18Z0334839,2018/12/21,上市,,RWBCCA
上市認購(售)權證,033484,可成群益86購06,TW18Z0334847,2018/12/21,上市,,RWSCCA
上市認購(售)權證,033485,可成群益86購07,TW18Z0334854,2018/12/21,上市,,RWSCCA
上市認購(售)權證,033486,可成群益87購01,TW18Z0334862,2018/12/21,上市,,RWSCCA
上市認購(售)權證,033487,可成群益88購01,TW18Z0334870,2018/12/21,上市,,RWSCCA
上市認購(售)權證,033488,健策群益86購01,TW18Z0334888,2018/12/21,上市,,RWSCCA
上市認購(售)權證,033489,矽創群益86購01,TW18Z0334896,2018/12/21,上市,,RWSCCA
上市認購(售)權證,033490,台灣50國票86購04,TW18Z0334904,2018/12/21,上市,,RWBCCA
上市認購(售)權證,033491,亞光國票86購01,TW18Z0334912,2018/12/21,上市,,RWSCCA
上市認購(售)權證,033492,嘉澤國票87購01,TW18Z0334920,2018/12/21,上市,,RWSCCA
上市認購(售)權證,033493,瀚宇博國票87購01,TW18Z0334938,2018/12/21,上市,,RWSCCA
上市認購(售)權證,033494,元油2X國泰86購04,TW18Z0334946,2018/12/21,上市,,RWBCCA
上市認購(售)權證,033495,大同國泰86購02,TW18Z0334953,2018/12/21,上市,,RWSCCA
上市認購(售)權證,033496,大同國泰86購03,TW18Z0334961,2018/12/21,上市,,RWSCCA
上市認購(售)權證,033497,廣達國泰86購01,TW18Z0334979,2018/12/21,上市,,RWSCCA
上市認購(售)權證,033498,台積電富邦86購04,TW18Z0334987,2018/12/21,上市,,RWSCCA
上市認購(售)權證,033499,大同富邦86購01,TW18Z0334995,2018/12/21,上市,,RWSCCA
上市認購(售)權證,033500,台郡富邦87購01,TW18Z0335000,2018/12/21,上市,,RWSCCA
上市認購(售)權證,033501,國巨統一88購06,TW18Z0335018,2018/12/21,上市,,RWSCCA
上市認購(售)權證,033502,宏達電統一88購03,TW18Z0335026,2018/12/21,上市,,RWSCCA
上市認購(售)權證,033503,臺股指元富86購03,TW18Z0335034,2018/12/21,上市,,RWICCE
上市認購(售)權證,033504,臺股指元富86購04,TW18Z0335042,2018/12/21,上市,,RWICCE
上市認購(售)權證,033505,臺股指元富86購05,TW18Z0335059,2018/12/21,上市,,RWICCE
上市認購(售)權證,033506,中磊中信86購01,TW18Z0335067,2018/12/22,上市,,RWSCCE
上市認購(售)權證,033507,中磊中信88購01,TW18Z0335075,2018/12/22,上市,,RWSCCE
上市認購(售)權證,033508,台灣50凱基89購06,TW18Z0335083,2018/12/22,上市,,RWBCCA
上市認購(售)權證,033509,上証2X凱基86購15,TW18Z0335091,2018/12/22,上市,,RWBCCA
上市認購(售)權證,033510,敬鵬凱基88購01,TW18Z0335109,2018/12/22,上市,,RWSCCA
上市認購(售)權證,033511,東森凱基86購01,TW18Z0335117,2018/12/22,上市,,RWSCCA
上市認購(售)權證,033512,新光金凱基86購01,TW18Z0335125,2018/12/22,上市,,RWSCCA
上市認購(售)權證,033513,新光金凱基86購02,TW18Z0335133,2018/12/22,上市,,RWSCCA
上市認購(售)權證,033514,正文凱基88購01,TW18Z0335141,2018/12/22,上市,,RWSCCA
上市認購(售)權證,033515,達運凱基86購01,TW18Z0335158,2018/12/22,上市,,RWSCCA
上市認購(售)權證,033516,超眾凱基88購01,TW18Z0335166,2018/12/22,上市,,RWSCCA
上市認購(售)權證,033517,超眾凱基88購02,TW18Z0335174,2018/12/22,上市,,RWSCCA
上市認購(售)權證,033518,宏達電兆豐87購01,TW18Z0335182,2018/12/22,上市,,RWSCCA
上市認購(售)權證,033519,台灣50群益86購04,TW18Z0335190,2018/12/22,上市,,RWBCCA
上市認購(售)權證,033520,亞德客群益86購02,TW18Z0335208,2018/12/22,上市,,RWSCCA
上市認購(售)權證,033521,華通群益86購03,TW18Z0335216,2018/12/22,上市,,RWSCCA
上市認購(售)權證,033522,瑞昱群益86購01,TW18Z0335224,2018/12/22,上市,,RWSCCA
上市認購(售)權證,033523,嘉晶群益87購01,TW18Z0335232,2018/12/22,上市,,RWSCCA
上市認購(售)權證,033524,S&P反1元大86購01,TW18Z0335240,2018/12/22,上市,,RWBCCA
上市認購(售)權證,033525,S&P反1元大86購02,TW18Z0335257,2018/12/22,上市,,RWBCCA
上市認購(售)權證,033526,上銀元大87購02,TW18Z0335265,2018/12/22,上市,,RWSCCA
上市認購(售)權證,033527,旺宏元大89購02,TW18Z0335273,2018/12/22,上市,,RWSCCA
上市認購(售)權證,033528,可成元大87購05,TW18Z0335281,2018/12/22,上市,,RWSCCA
上市認購(售)權證,033529,可成元大87購06,TW18Z0335299,2018/12/22,上市,,RWSCCA
上市認購(售)權證,033530,上証2X永豐86購04,TW18Z0335307,2018/12/22,上市,,RWBCCA
上市認購(售)權證,033531,滬深2X永豐86購02,TW18Z0335315,2018/12/22,上市,,RWBCCA
上市認購(售)權證,033532,元油2X永豐86購02,TW18Z0335323,2018/12/22,上市,,RWBCCA
上市認購(售)權證,033533,智邦永豐86購01,TW18Z0335331,2018/12/22,上市,,RWSCCA
上市認購(售)權證,033534,晶電永豐86購02,TW18Z0335349,2018/12/22,上市,,RWSCCA
上市認購(售)權證,033535,敦泰永豐86購02,TW18Z0335356,2018/12/22,上市,,RWSCCA
上市認購(售)權證,033536,達運永豐86購01,TW18Z0335364,2018/12/22,上市,,RWSCCA
上市認購(售)權證,033537,易華電永豐86購01,TW18Z0335372,2018/12/22,上市,,RWSCCA
上市認購(售)權證,033538,臺股指永豐86購03,TW18Z0335380,2018/12/22,上市,,RWICCE
上市認購(售)權證,033539,欣興台新87購01,TW18Z0335398,2018/12/22,上市,,RWSCCE
上市認購(售)權證,033540,訊芯台新86購01,TW18Z0335406,2018/12/22,上市,,RWSCCE
上市認購(售)權證,033541,T50反1國票88購01,TW18Z0335414,2018/12/22,上市,,RWBCCA
上市認購(售)權證,033542,元石油國票86購02,TW18Z0335422,2018/12/22,上市,,RWBCCA
上市認購(售)權證,033543,元油2X國票86購06,TW18Z0335430,2018/12/22,上市,,RWBCCA
上市認購(售)權證,033544,元油2X國票86購07,TW18Z0335448,2018/12/22,上市,,RWBCCA
上市認購(售)權證,033545,技嘉國票86購01,TW18Z0335455,2018/12/22,上市,,RWSCCA
上市認購(售)權證,033546,瑞昱國票86購01,TW18Z0335463,2018/12/22,上市,,RWSCCA
上市認購(售)權證,033547,可成國票87購01,TW18Z0335471,2018/12/22,上市,,RWSCCA
上市認購(售)權證,033548,欣興國票86購01,TW18Z0335489,2018/12/22,上市,,RWSCCA
上市認購(售)權證,033549,智易國票87購02,TW18Z0335497,2018/12/22,上市,,RWSCCA
上市認購(售)權證,033550,GIS國票86購02,TW18Z0335505,2018/12/22,上市,,RWSCCA
上市認購(售)權證,033551,元石油統一88購02,TW18Z0335513,2018/12/22,上市,,RWBCCA
上市認購(售)權證,033552,元油2X國泰86購05,TW18Z0335521,2018/12/22,上市,,RWBCCA
上市認購(售)權證,033553,上銀國泰86購01,TW18Z0335539,2018/12/22,上市,,RWSCCA
上市認購(售)權證,033554,台積電永昌86購04,TW18Z0335547,2018/12/22,上市,,RWSCCE
上市認購(售)權證,033555,瑞昱永昌86購01,TW18Z0335554,2018/12/22,上市,,RWSCCE
上市認購(售)權證,033556,滬深2X富邦86購02,TW18Z0335562,2018/12/22,上市,,RWBCCA
上市認購(售)權證,033557,A50正2富邦86購02,TW18Z0335570,2018/12/22,上市,,RWBCCA
上市認購(售)權證,033558,元油2X富邦88購02,TW18Z0335588,2018/12/22,上市,,RWBCCA
上市認購(售)權證,033559,和大富邦88購01,TW18Z0335596,2018/12/22,上市,,RWSCCA
上市認購(售)權證,033560,宏碁富邦86購01,TW18Z0335604,2018/12/22,上市,,RWSCCA
上市認購(售)權證,033561,華航富邦86購01,TW18Z0335612,2018/12/22,上市,,RWSCCA
上市認購(售)權證,033562,嘉聯益富邦88購01,TW18Z0335620,2018/12/22,上市,,RWSCCA
上市認購(售)權證,033563,強茂元富86購02,TW18Z0335638,2018/12/24,上市,,RWSCCA
上市認購(售)權證,033564,元油2X統一89購02,TW18Z0335646,2018/12/24,上市,,RWBCCA
上市認購(售)權證,033565,上証2X永豐86購05,TW18Z0335653,2018/12/24,上市,,RWBCCA
上市認購(售)權證,033566,元油2X永豐86購03,TW18Z0335661,2018/12/24,上市,,RWBCCA
上市認購(售)權證,033567,華新科永豐86購06,TW18Z0335679,2018/12/24,上市,,RWSCCA
上市認購(售)權證,033568,嘉聯益永豐86購03,TW18Z0335687,2018/12/24,上市,,RWSCCA
上市認購(售)權證,033569,上証2X中信89購01,TW18Z0335695,2018/12/24,上市,,RWBCCE
上市認購(售)權證,033570,滬深2X中信89購01,TW18Z0335703,2018/12/24,上市,,RWBCCE
上市認購(售)權證,033571,滬深2X中信89購02,TW18Z0335711,2018/12/24,上市,,RWBCCE
上市認購(售)權證,033572,滬深2X中信89購03,TW18Z0335729,2018/12/24,上市,,RWBCCE
上市認購(售)權證,033573,A50正2中信89購01,TW18Z0335737,2018/12/24,上市,,RWBCCE
上市認購(售)權證,033574,智易群益88購04,TW18Z0335745,2018/12/24,上市,,RWSCCA
上市認購(售)權證,033575,貿聯群益86購03,TW18Z0335752,2018/12/24,上市,,RWSCCA
上市認購(售)權證,033576,T50反1凱基89購03,TW18Z0335760,2018/12/24,上市,,RWBCCA
上市認購(售)權證,033577,滬深2X凱基86購03,TW18Z0335778,2018/12/24,上市,,RWBCCA
上市認購(售)權證,033578,滬深2X凱基86購04,TW18Z0335786,2018/12/24,上市,,RWBCCA
上市認購(售)權證,033579,光寶科凱基86購01,TW18Z0335794,2018/12/24,上市,,RWSCCA
上市認購(售)權證,033580,京元電凱基86購01,TW18Z0335802,2018/12/24,上市,,RWSCCA
上市認購(售)權證,033581,京元電凱基86購02,TW18Z0335810,2018/12/24,上市,,RWSCCA
上市認購(售)權證,033582,大立光凱基87購01,TW18Z0335828,2018/12/24,上市,,RWSCCA
上市認購(售)權證,033583,T50反1元大86購03,TW18Z0335836,2018/12/24,上市,,RWBCCA
上市認購(售)權證,033584,T50反1元大86購04,TW18Z0335844,2018/12/24,上市,,RWBCCA
上市認購(售)權證,033585,元石油元大86購03,TW18Z0335851,2018/12/24,上市,,RWBCCA
上市認購(售)權證,033586,元油2X元大86購09,TW18Z0335869,2018/12/24,上市,,RWBCCA
上市認購(售)權證,033587,儒鴻元大86購03,TW18Z0335877,2018/12/24,上市,,RWSCCA
上市認購(售)權證,033588,為升元大88購01,TW18Z0335885,2018/12/24,上市,,RWSCCA
